condition_key,dataset_family,pattern_or_combo_direction
S_CONTEXT_DRIFT_01|anthropic|claude-sonnet-4-20250514|0.3|S_CONTEXT_DRIFT_ROUTE_PROBE_MAIN_01|branch,stageb,branch
